Image,Orientation,Confidence,Disease
75x75_COVID-2916.png,correct,0.25333869457244873,COVID
75x75_COVID-3113.png,correct,0.2586688697338104,COVID
75x75_COVID-477.png,correct,0.261722207069397,COVID
75x75_COVID-275.png,correct,0.26401907205581665,COVID
75x75_COVID-2523.png,correct,0.2650865614414215,COVID
75x75_COVID-501.png,correct,0.2674507200717926,COVID
75x75_COVID-1651.png,correct,0.2678152322769165,COVID
75x75_COVID-209.png,correct,0.26856252551078796,COVID
75x75_COVID-1685.png,correct,0.26910683512687683,COVID
75x75_COVID-2744.png,correct,0.26960572600364685,COVID
75x75_COVID-1465.png,correct,0.27004632353782654,COVID
75x75_COVID-933.png,correct,0.27008941769599915,COVID
75x75_COVID-1878.png,correct,0.2701776921749115,COVID
75x75_COVID-3261.png,correct,0.2704525589942932,COVID
75x75_COVID-2095.png,correct,0.2707717716693878,COVID
75x75_COVID-935.png,correct,0.27084946632385254,COVID
75x75_COVID-932.png,correct,0.27106866240501404,COVID
75x75_COVID-2595.png,correct,0.2714007496833801,COVID
75x75_COVID-3262.png,correct,0.2715543508529663,COVID
75x75_COVID-2323.png,correct,0.2720310389995575,COVID
75x75_COVID-1620.png,correct,0.2725142538547516,COVID
75x75_COVID-293.png,correct,0.27252501249313354,COVID
75x75_COVID-2849.png,correct,0.27256157994270325,COVID
75x75_COVID-1331.png,correct,0.2731364667415619,COVID
75x75_COVID-2426.png,correct,0.27357596158981323,COVID
75x75_COVID-2467.png,correct,0.2736261785030365,COVID
75x75_COVID-2193.png,correct,0.27386435866355896,COVID
75x75_COVID-2389.png,correct,0.2740367352962494,COVID
75x75_COVID-276.png,correct,0.27409741282463074,COVID
75x75_COVID-2484.png,correct,0.2741714417934418,COVID
75x75_COVID-662.png,correct,0.2746184766292572,COVID
75x75_COVID-445.png,correct,0.27501729130744934,COVID
75x75_COVID-519.png,correct,0.275095671415329,COVID
75x75_COVID-2932.png,correct,0.27513399720191956,COVID
75x75_COVID-3289.png,correct,0.275226354598999,COVID
75x75_COVID-590.png,correct,0.27533987164497375,COVID
75x75_COVID-3571.png,correct,0.2753679156303406,COVID
75x75_COVID-3393.png,correct,0.2754758596420288,COVID
75x75_COVID-406.png,correct,0.2756691873073578,COVID
75x75_COVID-2978.png,correct,0.2757880985736847,COVID
75x75_COVID-1955.png,correct,0.2758934795856476,COVID
75x75_COVID-2622.png,correct,0.27596378326416016,COVID
75x75_COVID-3369.png,correct,0.2760833203792572,COVID
75x75_COVID-934.png,correct,0.27615582942962646,COVID
75x75_COVID-3133.png,correct,0.2762707769870758,COVID
75x75_COVID-2049.png,correct,0.27630406618118286,COVID
75x75_COVID-948.png,correct,0.2766546905040741,COVID
75x75_COVID-236.png,correct,0.2770178020000458,COVID
75x75_COVID-2302.png,correct,0.2770475149154663,COVID
75x75_COVID-2612.png,correct,0.2771688997745514,COVID
75x75_COVID-3474.png,correct,0.27719271183013916,COVID
75x75_COVID-843.png,correct,0.2772195339202881,COVID
75x75_COVID-2308.png,correct,0.2776391804218292,COVID
75x75_COVID-2582.png,correct,0.27768057584762573,COVID
75x75_COVID-2269.png,correct,0.2777286469936371,COVID
75x75_COVID-1892.png,correct,0.2778032124042511,COVID
75x75_COVID-2298.png,correct,0.27783888578414917,COVID
75x75_COVID-3221.png,correct,0.2778770625591278,COVID
75x75_COVID-3434.png,correct,0.27813076972961426,COVID
75x75_COVID-1995.png,correct,0.27827218174934387,COVID
75x75_COVID-2259.png,correct,0.27841922640800476,COVID
75x75_COVID-525.png,correct,0.2784607410430908,COVID
75x75_COVID-2345.png,correct,0.2784837782382965,COVID
75x75_COVID-1158.png,correct,0.278512567281723,COVID
75x75_COVID-116.png,correct,0.27856242656707764,COVID
75x75_COVID-274.png,correct,0.27858757972717285,COVID
75x75_COVID-2685.png,correct,0.27864423394203186,COVID
75x75_COVID-3344.png,correct,0.2787824273109436,COVID
75x75_COVID-336.png,correct,0.2788786292076111,COVID
75x75_COVID-1594.png,correct,0.2789306342601776,COVID
75x75_COVID-851.png,correct,0.27897483110427856,COVID
75x75_COVID-1600.png,correct,0.279156893491745,COVID
75x75_COVID-453.png,correct,0.2793066203594208,COVID
75x75_COVID-1581.png,correct,0.2793720066547394,COVID
75x75_COVID-3463.png,correct,0.2796035408973694,COVID
75x75_COVID-3416.png,correct,0.2800762951374054,COVID
75x75_COVID-2747.png,correct,0.2801290452480316,COVID
75x75_COVID-725.png,correct,0.2804337739944458,COVID
75x75_COVID-2377.png,correct,0.28059667348861694,COVID
75x75_COVID-2071.png,correct,0.2806847393512726,COVID
75x75_COVID-3160.png,correct,0.28090253472328186,COVID
75x75_COVID-3491.png,correct,0.2809234857559204,COVID
75x75_COVID-2500.png,correct,0.2812023460865021,COVID
75x75_COVID-2617.png,correct,0.28125905990600586,COVID
75x75_COVID-1656.png,correct,0.28134608268737793,COVID
75x75_COVID-432.png,correct,0.28140243887901306,COVID
75x75_COVID-1107.png,correct,0.28147903084754944,COVID
75x75_COVID-1677.png,correct,0.28174495697021484,COVID
75x75_COVID-2304.png,correct,0.2817862331867218,COVID
75x75_COVID-1606.png,correct,0.28179222345352173,COVID
75x75_COVID-2236.png,correct,0.28189581632614136,COVID
75x75_COVID-2037.png,correct,0.28192636370658875,COVID
75x75_COVID-544.png,correct,0.281960129737854,COVID
75x75_COVID-1176.png,correct,0.2820071876049042,COVID
75x75_COVID-366.png,correct,0.282023549079895,COVID
75x75_COVID-861.png,correct,0.2823084592819214,COVID
75x75_COVID-1977.png,correct,0.28233200311660767,COVID
75x75_COVID-1984.png,correct,0.28233566880226135,COVID
75x75_COVID-1295.png,correct,0.2824137806892395,COVID
75x75_COVID-3484.png,correct,0.28278154134750366,COVID
75x75_COVID-18.png,correct,0.2828579843044281,COVID
75x75_COVID-1084.png,correct,0.2830081582069397,COVID
75x75_COVID-2383.png,correct,0.28306636214256287,COVID
75x75_COVID-1134.png,correct,0.28341928124427795,COVID
75x75_COVID-987.png,correct,0.2834346890449524,COVID
75x75_COVID-3069.png,correct,0.2834777235984802,COVID
75x75_COVID-913.png,correct,0.2837303578853607,COVID
75x75_COVID-298.png,correct,0.2837753891944885,COVID
75x75_COVID-2882.png,correct,0.2838778793811798,COVID
75x75_COVID-1717.png,correct,0.28414440155029297,COVID
75x75_COVID-3023.png,correct,0.28415587544441223,COVID
75x75_COVID-394.png,correct,0.2843160033226013,COVID
75x75_COVID-399.png,correct,0.28444182872772217,COVID
75x75_COVID-2188.png,correct,0.28455305099487305,COVID
75x75_COVID-1776.png,correct,0.28475823998451233,COVID
75x75_COVID-264.png,correct,0.28477558493614197,COVID
75x75_COVID-2476.png,correct,0.2850920259952545,COVID
75x75_COVID-396.png,correct,0.28521496057510376,COVID
75x75_COVID-2862.png,correct,0.2852698266506195,COVID
75x75_COVID-2856.png,correct,0.28555551171302795,COVID
75x75_COVID-98.png,correct,0.28560638427734375,COVID
75x75_COVID-1110.png,correct,0.2856868505477905,COVID
75x75_COVID-2663.png,correct,0.2858145236968994,COVID
75x75_COVID-1277.png,correct,0.2859509289264679,COVID
75x75_COVID-1198.png,correct,0.28597602248191833,COVID
75x75_COVID-2309.png,correct,0.28603655099868774,COVID
75x75_COVID-1229.png,correct,0.28606364130973816,COVID
75x75_COVID-1248.png,correct,0.286103218793869,COVID
75x75_COVID-1241.png,correct,0.2861301600933075,COVID
75x75_COVID-2373.png,correct,0.28615283966064453,COVID
75x75_COVID-3062.png,correct,0.2861788868904114,COVID
75x75_COVID-149.png,correct,0.28635117411613464,COVID
75x75_COVID-3520.png,correct,0.2863684892654419,COVID
75x75_COVID-178.png,correct,0.2864506244659424,COVID
75x75_COVID-1880.png,correct,0.28654614090919495,COVID
75x75_COVID-1484.png,correct,0.28655463457107544,COVID
75x75_COVID-1639.png,correct,0.2865660488605499,COVID
75x75_COVID-1010.png,correct,0.2866470217704773,COVID
75x75_COVID-3139.png,correct,0.28695961833000183,COVID
75x75_COVID-2300.png,correct,0.2869808077812195,COVID
75x75_COVID-1041.png,correct,0.28710252046585083,COVID
75x75_COVID-3008.png,correct,0.28721004724502563,COVID
75x75_COVID-2703.png,correct,0.28729599714279175,COVID
75x75_COVID-2092.png,correct,0.2876163721084595,COVID
75x75_COVID-872.png,correct,0.287661075592041,COVID
75x75_COVID-2643.png,correct,0.2876671850681305,COVID
