Image,Orientation,Confidence,Disease
224x224_COVID-1922.png,correct,0.29564404487609863,COVID
224x224_COVID-2283.png,correct,0.3226788341999054,COVID
224x224_COVID-2153.png,correct,0.32879918813705444,COVID
224x224_COVID-1803.png,correct,0.33142390847206116,COVID
224x224_COVID-1436.png,correct,0.34270963072776794,COVID
224x224_COVID-1086.png,correct,0.34521520137786865,COVID
224x224_COVID-2280.png,correct,0.34551557898521423,COVID
224x224_COVID-604.png,correct,0.3456220030784607,COVID
224x224_COVID-1476.png,correct,0.34972140192985535,COVID
224x224_COVID-1692.png,correct,0.35169121623039246,COVID
224x224_COVID-697.png,correct,0.35855212807655334,COVID
224x224_COVID-1923.png,correct,0.36031949520111084,COVID
224x224_COVID-1322.png,correct,0.36438021063804626,COVID
224x224_COVID-2137.png,correct,0.3652815818786621,COVID
224x224_COVID-2182.png,correct,0.3674623966217041,COVID
224x224_COVID-2737.png,correct,0.37405675649642944,COVID
224x224_COVID-2468.png,correct,0.37738320231437683,COVID
224x224_COVID-1914.png,correct,0.378637433052063,COVID
224x224_COVID-1783.png,correct,0.3819788992404938,COVID
224x224_COVID-2549.png,correct,0.3820476531982422,COVID
224x224_COVID-686.png,correct,0.38348549604415894,COVID
224x224_COVID-2900.png,correct,0.3867851793766022,COVID
224x224_COVID-873.png,correct,0.3904915750026703,COVID
224x224_COVID-1362.png,correct,0.39096713066101074,COVID
224x224_COVID-422.png,correct,0.3918714225292206,COVID
224x224_COVID-1605.png,correct,0.3974274694919586,COVID
224x224_COVID-3052.png,correct,0.39812543988227844,COVID
224x224_COVID-521.png,correct,0.4003410339355469,COVID
224x224_COVID-2710.png,correct,0.40091368556022644,COVID
224x224_COVID-1447.png,correct,0.4011562168598175,COVID
224x224_COVID-523.png,correct,0.40680456161499023,COVID
224x224_COVID-1554.png,correct,0.4098718464374542,COVID
224x224_COVID-226.png,correct,0.4099256098270416,COVID
224x224_COVID-3029.png,correct,0.4099362790584564,COVID
