Image,Orientation,Confidence,Disease
224x224_COVID-607.png,correct,0.37771105766296387,COVID
224x224_COVID-1137.png,correct,0.38958388566970825,COVID
224x224_COVID-2455.png,correct,0.4134983420372009,COVID
224x224_COVID-2691.png,correct,0.42289385199546814,COVID
224x224_COVID-138.png,correct,0.43147459626197815,COVID
224x224_COVID-2629.png,correct,0.4351646602153778,COVID
224x224_COVID-2107.png,correct,0.4541476368904114,COVID
224x224_COVID-1242.png,correct,0.45982491970062256,COVID
224x224_COVID-1922.png,correct,0.4610736072063446,COVID
224x224_COVID-884.png,correct,0.476078599691391,COVID
224x224_COVID-2672.png,correct,0.4766140878200531,COVID
224x224_COVID-1803.png,correct,0.47776904702186584,COVID
224x224_COVID-1624.png,correct,0.4790980815887451,COVID
224x224_COVID-135.png,correct,0.4854404032230377,COVID
224x224_COVID-1757.png,correct,0.4895890951156616,COVID
224x224_COVID-1536.png,correct,0.4901559352874756,COVID
224x224_COVID-1129.png,correct,0.4903110861778259,COVID
224x224_COVID-1252.png,correct,0.49230456352233887,COVID
224x224_COVID-521.png,correct,0.49573269486427307,COVID
224x224_COVID-1750.png,correct,0.4980868399143219,COVID
224x224_COVID-1367.png,correct,0.4993736743927002,COVID
224x224_COVID-2280.png,correct,0.5002473592758179,COVID
224x224_COVID-2376.png,correct,0.5002598762512207,COVID
224x224_COVID-2283.png,correct,0.5037678480148315,COVID
224x224_COVID-820.png,correct,0.5065129995346069,COVID
224x224_COVID-1424.png,correct,0.508647620677948,COVID
224x224_COVID-1206.png,correct,0.515904426574707,COVID
224x224_COVID-417.png,correct,0.5188540816307068,COVID
224x224_COVID-2153.png,correct,0.5199969410896301,COVID
224x224_COVID-863.png,correct,0.5210617780685425,COVID
224x224_COVID-1356.png,correct,0.5281273722648621,COVID
224x224_COVID-1436.png,correct,0.5320850610733032,COVID
224x224_COVID-15.png,correct,0.5361021757125854,COVID
224x224_COVID-3052.png,correct,0.5386569499969482,COVID
224x224_COVID-2124.png,correct,0.5407082438468933,COVID
224x224_COVID-1692.png,correct,0.5420681238174438,COVID
224x224_COVID-332.png,correct,0.5472708940505981,COVID
224x224_COVID-440.png,correct,0.54728102684021,COVID
224x224_COVID-1476.png,correct,0.5523204803466797,COVID
224x224_COVID-873.png,correct,0.5607232451438904,COVID
224x224_COVID-604.png,correct,0.5611622333526611,COVID
224x224_COVID-1923.png,correct,0.5619381666183472,COVID
224x224_COVID-1722.png,correct,0.5632784962654114,COVID
224x224_COVID-1362.png,correct,0.5634074807167053,COVID
224x224_COVID-422.png,correct,0.569524884223938,COVID
224x224_COVID-168.png,correct,0.5698675513267517,COVID
224x224_COVID-3163.png,correct,0.5748285055160522,COVID
224x224_COVID-899.png,correct,0.5759937167167664,COVID
224x224_COVID-796.png,correct,0.5779820680618286,COVID
224x224_COVID-1355.png,correct,0.579797625541687,COVID
224x224_COVID-1644.png,correct,0.5836895704269409,COVID
224x224_COVID-2408.png,correct,0.5844674110412598,COVID
224x224_COVID-1447.png,correct,0.588512122631073,COVID
224x224_COVID-697.png,correct,0.589209258556366,COVID
224x224_COVID-887.png,correct,0.5929850339889526,COVID
224x224_COVID-2844.png,correct,0.5931946039199829,COVID
224x224_COVID-813.png,correct,0.5972143411636353,COVID
224x224_COVID-1086.png,correct,0.5974669456481934,COVID
224x224_COVID-2468.png,correct,0.600813090801239,COVID
224x224_COVID-929.png,correct,0.6040122509002686,COVID
224x224_COVID-3030.png,correct,0.606700599193573,COVID
224x224_COVID-2137.png,correct,0.6068019866943359,COVID
224x224_COVID-216.png,correct,0.6092551350593567,COVID
224x224_COVID-3531.png,correct,0.6099061965942383,COVID
224x224_COVID-2182.png,correct,0.6144366264343262,COVID
224x224_COVID-998.png,correct,0.6167920231819153,COVID
224x224_COVID-2257.png,correct,0.6198365092277527,COVID
224x224_COVID-1426.png,correct,0.6210605502128601,COVID
224x224_COVID-2111.png,correct,0.6275924444198608,COVID
224x224_COVID-3446.png,correct,0.6297325491905212,COVID
224x224_COVID-476.png,correct,0.6308096647262573,COVID
224x224_COVID-1566.png,correct,0.6341961026191711,COVID
224x224_COVID-1495.png,correct,0.6361091732978821,COVID
224x224_COVID-1914.png,correct,0.6363422274589539,COVID
224x224_COVID-864.png,correct,0.6380934119224548,COVID
224x224_COVID-1605.png,correct,0.6400095820426941,COVID
224x224_COVID-1783.png,correct,0.6410720944404602,COVID
224x224_COVID-2549.png,correct,0.6416530609130859,COVID
224x224_COVID-1322.png,correct,0.6418878436088562,COVID
224x224_COVID-506.png,correct,0.6432692408561707,COVID
224x224_COVID-1478.png,correct,0.6478747725486755,COVID
224x224_COVID-2710.png,correct,0.6490145921707153,COVID
224x224_COVID-117.png,correct,0.6497609615325928,COVID
224x224_COVID-656.png,correct,0.6505221724510193,COVID
224x224_COVID-893.png,correct,0.6518394351005554,COVID
224x224_COVID-1258.png,correct,0.6561874151229858,COVID
224x224_COVID-1357.png,correct,0.6612019538879395,COVID
224x224_COVID-1017.png,correct,0.6660174131393433,COVID
224x224_COVID-1407.png,correct,0.6660535931587219,COVID
224x224_COVID-1509.png,correct,0.6675405502319336,COVID
224x224_COVID-2900.png,correct,0.6681568622589111,COVID
224x224_COVID-686.png,correct,0.6698455214500427,COVID
224x224_COVID-720.png,correct,0.6729088425636292,COVID
224x224_COVID-3314.png,correct,0.6746633052825928,COVID
224x224_COVID-1518.png,correct,0.6760047078132629,COVID
224x224_COVID-2191.png,correct,0.6773303151130676,COVID
224x224_COVID-1389.png,correct,0.6785818934440613,COVID
224x224_COVID-1152.png,correct,0.6795886754989624,COVID
224x224_COVID-2836.png,correct,0.6828625798225403,COVID
224x224_COVID-499.png,correct,0.6835018396377563,COVID
224x224_COVID-1179.png,correct,0.68552166223526,COVID
224x224_COVID-1337.png,correct,0.6901535987854004,COVID
224x224_COVID-2323.png,correct,0.6960629224777222,COVID
224x224_COVID-2204.png,correct,0.6974745988845825,COVID
224x224_COVID-1150.png,correct,0.6990445852279663,COVID
224x224_COVID-2699.png,correct,0.6996142864227295,COVID
224x224_COVID-889.png,correct,0.6997756361961365,COVID
224x224_COVID-1011.png,correct,0.7023531198501587,COVID
224x224_COVID-1146.png,correct,0.7030025720596313,COVID
224x224_COVID-184.png,correct,0.7034960389137268,COVID
224x224_COVID-446.png,correct,0.7043840289115906,COVID
224x224_COVID-1891.png,correct,0.7070310711860657,COVID
224x224_COVID-162.png,correct,0.7073220014572144,COVID
224x224_COVID-3053.png,correct,0.7075796723365784,COVID
224x224_COVID-1842.png,correct,0.7082706689834595,COVID
224x224_COVID-2027.png,correct,0.7089990377426147,COVID
224x224_COVID-2042.png,correct,0.7116622924804688,COVID
224x224_COVID-2358.png,correct,0.7121561765670776,COVID
224x224_COVID-2320.png,correct,0.7128508687019348,COVID
224x224_COVID-1732.png,correct,0.7169716954231262,COVID
224x224_COVID-1406.png,correct,0.7183070778846741,COVID
224x224_COVID-3239.png,correct,0.7196661829948425,COVID
224x224_COVID-950.png,correct,0.719710111618042,COVID
224x224_COVID-1554.png,correct,0.7213994860649109,COVID
224x224_COVID-924.png,correct,0.7256515026092529,COVID
224x224_COVID-1816.png,correct,0.7269848585128784,COVID
224x224_COVID-2545.png,correct,0.7286022901535034,COVID
224x224_COVID-3580.png,correct,0.7286320924758911,COVID
224x224_COVID-1156.png,correct,0.7323415875434875,COVID
224x224_COVID-466.png,correct,0.7337802052497864,COVID
224x224_COVID-1450.png,correct,0.735032856464386,COVID
224x224_COVID-635.png,correct,0.7357882857322693,COVID
224x224_COVID-2618.png,correct,0.7403858304023743,COVID
224x224_COVID-1032.png,correct,0.7427181601524353,COVID
224x224_COVID-2705.png,correct,0.7427244782447815,COVID
224x224_COVID-1637.png,correct,0.742832362651825,COVID
224x224_COVID-2359.png,correct,0.7444462776184082,COVID
224x224_COVID-1402.png,correct,0.7447774410247803,COVID
224x224_COVID-698.png,correct,0.7456235289573669,COVID
224x224_COVID-1339.png,correct,0.747007429599762,COVID
224x224_COVID-3005.png,correct,0.750008761882782,COVID
224x224_COVID-1434.png,correct,0.7505764961242676,COVID
224x224_COVID-629.png,correct,0.752832293510437,COVID
224x224_COVID-3264.png,correct,0.7549188733100891,COVID
224x224_COVID-3029.png,correct,0.7549666166305542,COVID
224x224_COVID-2617.png,correct,0.7557585835456848,COVID
224x224_COVID-198.png,correct,0.7570170164108276,COVID
224x224_COVID-226.png,correct,0.7571371793746948,COVID
224x224_COVID-3409.png,correct,0.7600193023681641,COVID
224x224_COVID-3234.png,correct,0.7653867602348328,COVID
224x224_COVID-1906.png,correct,0.7665663361549377,COVID
224x224_COVID-1942.png,correct,0.7674103379249573,COVID
